index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-edd09059-a437-aa13-8101-3e011eab676c
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-50a665d1-40e9-87af-ec04-1fb2799f781a
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-bfc8e985-9585-8ce2-318b-7da6d4b05840
