index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-4968595d-05d8-7491-397c-47124bb047bf
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-c5d53b88-2d98-5472-0cb2-04832141d3bf
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-6e53281a-eb77-21fe-f050-632489a2250a
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-58ca92fa-a964-77a4-ac54-434066461e5c
