index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-e64a85f0-b79a-930f-6613-00f3ae98b4a7
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-adc38e62-e649-1f33-fb5c-b0b2296a740c
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-5ef48f8b-ee68-7c31-2a4f-0c7b41f60009
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-1e55b668-d73c-0085-d4e8-a784bc89df00
