index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-fb6e43f8-dde3-0430-559a-09c38bc43682
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-fe8937eb-3aba-cfe8-5a92-ae4d76ebaca8
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-34864ab6-4d4f-4cf6-d2f2-57bdd3386862
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-1196277b-0d41-e3fc-790f-d0f5fa77cf05
