timestamp, index, uuid, name, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz]
2026/09/17 19:37:38.963, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.46 W, 2745 MHz
2026/09/17 19:37:40.963, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.11 W, 2745 MHz
2026/09/17 19:37:42.963, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.39 W, 2745 MHz
2026/09/17 19:37:44.964, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 542.83 W, 2745 MHz
2026/09/17 19:37:46.964, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.52 W, 2745 MHz
2026/09/17 19:37:48.965, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.26 W, 2745 MHz
2026/09/17 19:37:50.965, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.54 W, 2745 MHz
2026/09/17 19:37:52.965, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.58 W, 2745 MHz
2026/09/17 19:37:54.966, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 542.58 W, 2745 MHz
2026/09/17 19:37:56.966, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 542.53 W, 2745 MHz
2026/09/17 19:37:58.967, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 542.74 W, 2745 MHz
2026/09/17 19:38:00.967, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 543.11 W, 2745 MHz
2026/09/17 19:38:02.968, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 516.62 W, 2745 MHz
2026/09/17 19:38:04.968, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 543.13 W, 2745 MHz
2026/09/17 19:38:06.968, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 542.47 W, 2745 MHz
2026/09/17 19:38:08.969, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 543.58 W, 2745 MHz
2026/09/17 19:38:10.969, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.11 W, 2745 MHz
2026/09/17 19:38:12.970, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.31 W, 2745 MHz
2026/09/17 19:38:14.970, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.28 W, 2745 MHz
2026/09/17 19:38:16.971, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.55 W, 2745 MHz
2026/09/17 19:38:18.971, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.41 W, 2745 MHz
2026/09/17 19:38:20.972, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.65 W, 2745 MHz
2026/09/17 19:38:22.972, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.49 W, 2745 MHz
2026/09/17 19:38:24.973, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 542.96 W, 2745 MHz
2026/09/17 19:38:26.973, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 542.58 W, 2745 MHz
2026/09/17 19:38:28.974, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.08 W, 2745 MHz
2026/09/17 19:38:30.974, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 543.10 W, 2745 MHz
2026/09/17 19:38:32.974, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 100 %, 6141 MiB, 542.54 W, 2745 MHz
2026/09/17 19:38:34.975, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 541.85 W, 2745 MHz
2026/09/17 19:38:36.975, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 541.37 W, 2745 MHz
2026/09/17 19:38:38.976, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 541.25 W, 2745 MHz
2026/09/17 19:38:40.976, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 99 %, 6141 MiB, 542.47 W, 2745 MHz
2026/09/17 19:38:42.977, 0, GPU-b1b2edfb-a863-eb1f-728b-ceb91c301b7c, NVIDIA GeForce RTX 5090, 0 %, 6143 MiB, 96.98 W, 2805 MHz
