index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-e6d01017-6c84-af62-f9b9-1fd623fe1ea6
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-05d74a73-c921-ea24-3790-f459d88ff836
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-cd974ebb-be53-fcf6-2f59-4e90d120b37c
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-6f7b0ba3-1a5b-0518-c02e-574193b7a23f
