index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-28a5de68-35aa-6731-8c05-91bc2b28411e
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-dab8f2e0-9d35-4307-40f5-a2f379ff55d5
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-35b8b32f-69a5-a8b6-0721-e736a723dee9
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-d18e4939-0452-580d-b366-f6d221c68193
