index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-87b9f16d-fc46-0373-9089-13092e4c97d6
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-b534f517-08c7-cbaf-730d-2b3af9f8c4c0
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-684bcf60-03ca-538d-8d0c-cae7b2c973a6
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-5d3de7a1-82d7-14fa-7619-59548deb4e4f
