index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-a909540a-d768-2b0b-f697-3d5ad458d725
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-276e611a-50ed-cd8b-2c69-d5051e581a85
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-e64a85f0-b79a-930f-6613-00f3ae98b4a7
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-5ef48f8b-ee68-7c31-2a4f-0c7b41f60009
