index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-be39d50c-d9f2-c21b-1b2a-87cb3c0f75ea
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-4968595d-05d8-7491-397c-47124bb047bf
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-6e53281a-eb77-21fe-f050-632489a2250a
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-7b6e598e-d087-f2ee-9642-5ce09596d840
