index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-d745996c-90e7-412f-d605-fda5a58a9058
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-e7396d85-1f86-4b54-534e-a66dcc77c6ff
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-daa27ecb-b5b1-74a3-0070-d682fa9f77b5
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-5a5cb51d-20e5-32f5-d514-c6504482cb9e
