index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 4090, 23028 MiB, GPU-d7ee436f-4fb4-47d9-6eb3-09d8aa20af0b
1, NVIDIA GeForce RTX 4090, 23028 MiB, GPU-0f7decd3-ad24-a192-3a62-68584744f2b8
