index, name, memory.total [MiB], uuid
0, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-6e53281a-eb77-21fe-f050-632489a2250a
1, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-58ca92fa-a964-77a4-ac54-434066461e5c
2, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-7b6e598e-d087-f2ee-9642-5ce09596d840
3, NVIDIA GeForce RTX 5090, 32607 MiB, GPU-30db8259-ea38-afbd-24c9-52beb2b3f47f
